,x,y,c
0,-11.85202,-33.76614,12
1,-231.93407,-55.34626,3
2,69.38817,-150.01843,2
3,-128.68988,-28.582838,4
4,112.49307,-127.46513,2
5,-139.48985,17.983591,4
6,-211.07864,-119.52312,3
7,-202.6501,5.769991,14
8,-188.58014,31.10791,14
9,-23.576408,-10.766825,12
10,-72.47298,-97.489235,9
11,-137.33745,26.759674,4
12,-212.22496,-2.668047,14
13,-89.50116,40.70586,11
14,32.720596,-29.026712,2
15,102.789925,72.45854,7
16,9.393221,-34.057526,12
17,-92.824646,-41.83825,11
18,8.583555,28.860674,12
19,196.71596,-52.95869,5
20,-87.33625,-89.330345,1
21,-89.689705,81.96234,11
22,81.86662,-87.886826,2
23,-49.79204,30.617,12
24,-184.1656,37.90772,8
25,-6.1615744,-111.02319,10
26,-8.37004,14.209688,12
27,2.1938686,-117.80523,2
28,-107.316956,81.71723,11
29,-140.50958,0.7917941,4
30,-67.88651,-144.12138,9
31,-68.4794,88.16519,11
32,-15.806074,-247.45369,6
33,-19.75235,11.853865,12
34,138.8029,-18.267767,13
35,-112.20473,-81.48179,1
36,-241.96028,14.219995,8
37,213.44554,-84.950294,5
38,212.2852,4.5928884,13
39,-22.860044,-98.09807,10
40,76.02185,-11.847982,2
41,9.486781,228.08946,7
42,-187.28171,36.50651,8
43,-77.66482,-146.2617,9
44,-199.80962,1.4221227,14
45,231.3846,10.724579,13
46,-80.84268,-56.660973,1
47,-109.07733,-98.69001,9
48,-161.29791,33.617477,4
49,-200.75293,-9.408235,14
50,-246.09921,-61.803276,3
51,26.632418,145.7899,7
52,8.77286,143.24358,7
53,-93.50793,131.2772,11
54,177.37283,-77.86467,5
55,-139.9462,128.31415,11
56,46.82773,-75.863335,2
57,-195.53925,39.322155,8
58,-74.26335,-187.66782,9
59,49.53336,-116.0576,2
60,-45.003597,119.89514,11
61,57.725227,78.54795,7
62,-103.00463,-179.31842,9
63,57.824287,-218.821,6
64,-252.05443,-64.96757,3
65,-198.12544,-18.81358,14
66,-7.6512575,-119.837555,10
67,-61.99251,-195.2581,6
68,-155.84843,-74.09918,3
69,12.670145,17.078285,12
70,199.1459,-82.81726,5
71,-171.27708,-30.539848,14
72,100.080826,-40.511055,2
73,-111.27344,49.45019,11
74,9.53969,202.50247,7
75,-38.046955,94.16825,12
76,-189.72366,-121.1367,3
77,-207.43388,28.144207,14
78,-70.65359,-5.955909,12
79,-33.49969,83.39871,12
80,167.98332,136.27457,13
81,120.3185,-124.489914,2
82,-26.141315,-247.71837,6
83,-22.731005,-84.132355,7
84,-123.989006,59.192173,11
85,-176.54852,-123.14646,3
86,-135.44365,27.084494,4
87,-214.64743,82.57926,8
88,194.6936,-67.287025,5
89,-206.43565,-128.29745,3
90,233.15836,-54.02975,5
91,49.298576,121.53097,7
92,-111.73688,55.121147,11
93,106.0374,-79.48736,2
94,65.644005,-169.76192,2
95,7.2616076,212.2189,7
96,12.986215,-173.70398,6
97,-66.55332,-98.21874,9
98,-16.985367,-227.29214,6
99,-93.831535,-67.46387,9
100,-211.25415,-39.701424,3
101,-190.00325,24.876177,8
102,220.22246,-75.31052,5
103,-170.18591,0.725275,4
104,-58.79866,-180.8186,9
105,-185.38786,97.426,8
106,-0.65405875,149.36,7
107,55.900757,191.83844,7
108,15.840131,204.98984,7
109,18.252007,-207.0488,6
110,-46.427956,-78.6997,11
111,96.087456,-112.49097,2
112,143.49883,-124.97474,2
113,-79.00735,-132.63103,9
114,-110.850006,-17.147163,4
115,-84.61262,96.50603,11
116,-16.053265,-32.30101,12
117,155.2976,126.55779,13
118,-40.230244,-124.933586,10
119,-185.32115,37.821907,8
120,-7.960941,-52.829018,12
121,62.63977,-139.973,2
122,-252.11316,17.160206,8
123,61.267838,-223.09637,6
124,38.156593,105.16833,7
125,118.54909,-136.88249,2
126,-138.73108,-50.97727,9
127,-81.08351,52.060417,11
128,-27.302532,181.02795,7
129,80.97632,-94.03456,2
130,-95.159615,-23.24919,4
131,-210.49356,91.82987,8
132,-88.89605,-46.020134,11
133,-99.64817,-166.16946,9
134,-70.58458,-13.867897,12
135,-101.095406,-127.65013,9
136,-87.807884,-112.50111,9
137,-111.03902,84.86308,11
138,-26.87067,78.045395,12
139,-253.05756,-51.999035,3
140,-66.91784,-36.638653,11
141,-26.454292,165.37854,7
142,200.39503,-23.659306,5
143,75.703674,-21.47376,2
144,101.70182,-44.814568,2
145,-204.11803,30.22288,14
146,-92.26261,-122.798325,9
147,-72.74448,-20.031845,3
148,-196.87029,-112.885475,3
149,96.905396,95.57218,7
150,-106.64824,-118.615036,9
151,170.4158,-81.03841,5
152,-64.7785,-175.64413,9
153,-83.89745,-163.77689,9
154,36.36881,169.10484,7
155,-241.31633,21.997456,8
