,x,y,c
0,189.73515,4.0926557,6
1,-146.01932,43.80684,5
2,-23.411627,-51.734257,1
3,-195.30086,45.939198,5
4,-168.51523,88.5157,5
5,15.52504,-172.54198,14
6,-89.985466,119.93402,5
7,-125.500084,117.23233,5
8,41.192448,-191.34276,14
9,-81.39774,183.91321,10
10,-84.51458,52.134914,5
11,-159.86015,58.62098,5
12,181.0236,-44.714092,6
13,-97.031204,9.536648,5
14,190.95242,-113.91443,3
15,113.62521,-64.2455,12
16,-42.917965,94.8749,10
17,-21.856861,162.89922,10
18,105.017235,-190.69402,14
19,186.23459,-112.31093,3
20,-81.46216,-87.49641,1
21,135.81297,-23.792194,9
22,138.48206,-176.77005,8
23,-62.538086,-190.54103,13
24,84.791466,68.45691,15
25,-73.85851,11.788683,5
26,57.452873,-139.96048,14
27,-128.3625,140.63766,5
28,101.42035,-121.29582,1
29,-8.589424,-99.414474,1
30,81.775826,189.87909,15
31,17.000193,-25.55471,1
32,118.055084,-15.305052,6
33,-66.17423,81.53489,5
34,221.625,48.41211,6
35,35.616486,-123.59293,14
36,7.7967463,-7.5357976,11
37,-89.66274,11.041299,5
38,171.12624,-171.42747,8
39,107.24201,20.924906,6
40,1.7157956,107.17129,10
41,-216.20409,58.489895,5
42,160.2055,-162.69579,8
43,63.508434,-94.234085,9
44,124.12384,-177.14041,8
45,63.59133,6.567282,10
46,119.469025,-4.1768537,6
47,-11.081221,-25.319893,4
48,20.99667,-145.05185,14
49,-58.789394,-62.26081,1
50,-181.41667,8.63088,5
51,36.508217,-180.55528,14
52,95.88475,-167.08932,14
53,-212.27028,-70.17323,5
54,-139.0688,-28.086475,5
55,-155.95552,75.95306,5
56,122.90275,2.758595,6
57,-189.56996,56.63171,5
58,-201.56131,30.488962,5
59,-47.41537,37.93946,5
60,224.4592,47.085785,6
61,-44.38441,-72.16989,1
62,-128.83936,145.61363,5
63,-3.141648,-168.97346,14
64,220.62183,-27.420958,6
65,185.40923,84.923485,6
66,-225.6154,61.1217,5
67,-76.43897,-143.27986,13
68,141.70798,-90.75105,12
69,44.374172,-104.58605,1
70,161.23068,90.7142,6
71,-34.906696,27.665703,10
72,-83.01687,179.8858,10
73,72.02434,-105.90048,14
74,-103.55473,-53.21342,5
75,-46.765347,-116.18322,1
76,-7.524953,212.12196,10
77,-17.070223,88.41136,2
78,84.61082,-48.37253,9
79,104.0758,213.56737,15
80,-161.089,16.38828,5
81,116.85678,-16.308544,6
82,-105.19366,-13.443179,5
83,83.93424,-15.385121,9
84,181.40977,-47.326923,6
85,-129.64104,152.35672,5
86,213.67743,57.31202,6
87,-134.71829,118.68526,5
88,132.71535,-60.596394,12
89,141.10953,-44.53876,6
90,-13.728169,-3.4405842,11
91,67.94126,-120.06841,14
92,237.34868,-12.919482,6
93,136.80725,58.951347,6
94,-56.05621,104.382805,10
95,-202.87457,-102.961426,5
96,122.84544,187.65211,15
97,101.58044,-42.0705,12
98,-169.15656,10.755358,5
99,168.6925,-64.2619,12
100,-60.751854,-183.08685,13
101,87.37322,-63.483932,9
102,-204.27846,26.006382,5
103,-219.20496,49.030346,5
104,16.335363,24.849247,11
105,-86.19854,125.1922,2
106,208.03955,5.5264797,6
107,-159.0687,1.028864,5
108,-90.60652,180.30568,10
109,63.48274,-180.98686,14
110,59.30599,122.08072,15
111,83.52771,146.96512,15
112,-56.890343,99.06582,10
113,157.78893,-75.335526,12
114,40.39897,-139.4237,14
115,120.621376,-159.92822,8
116,-169.65715,91.419426,5
117,3.2163014,-47.70742,1
118,-132.04395,56.338005,5
119,-157.27612,37.551586,5
120,-221.20927,46.583424,5
121,45.029293,-72.45615,1
122,146.3469,64.540985,6
123,185.18512,99.08233,6
124,-179.74913,71.25757,5
125,18.872732,91.74308,7
126,84.14756,-10.438844,9
127,134.0995,24.85721,6
128,78.122345,203.79675,15
129,-10.94117,12.9229355,11
130,109.093094,-83.26465,12
131,159.21916,33.418594,6
132,-205.9559,-55.0253,5
133,-30.505331,223.80203,10
134,78.36099,23.961132,1
135,-79.6094,-162.41008,13
136,-121.84305,-150.33136,13
