,x,y,c
0,-170.80281,73.01165,4
1,-143.32503,-57.288662,8
2,4.1292167,190.6846,12
3,1.288985,-226.25536,7
4,-104.40813,-152.60461,6
5,-124.919075,155.28986,3
6,35.679733,23.86157,11
7,-135.30849,-49.64133,4
8,-50.274986,-48.65222,9
9,-115.44823,-165.93361,6
10,96.555046,-22.796795,11
11,-83.67768,96.47407,4
12,69.60758,-157.51877,7
13,34.23085,-100.50461,11
14,193.60008,87.51694,13
15,-70.11163,200.05147,3
16,15.554374,-35.508305,11
17,80.04548,35.69783,11
18,-150.68542,-93.96198,8
19,224.37659,81.02139,13
20,10.300448,-203.9218,7
21,7.800552,222.53082,12
22,-18.450151,-49.337578,11
23,-128.52888,48.269146,4
24,-8.301999,77.89099,11
25,-115.34869,107.548325,3
26,-127.47451,41.980686,4
27,30.590715,195.75432,12
28,37.401577,-113.69011,7
29,-118.48111,-137.41986,6
30,-63.042126,-52.401848,9
31,-62.43509,-11.546934,4
32,-52.50173,-68.78514,1
33,-75.25458,-127.76775,15
34,-173.90633,69.00236,4
35,-61.877052,-170.6883,2
36,9.8623085,239.9675,12
37,31.489447,52.713596,11
38,12.295498,72.93295,11
39,-159.08578,-67.28026,8
40,-205.81622,-37.00567,8
41,-120.479996,-4.8116736,4
42,-220.73355,-53.897995,8
43,-120.21986,-66.48949,14
44,14.850974,164.88075,12
45,-127.01426,-62.681458,14
46,-21.959274,-211.21498,2
47,-130.4562,10.636595,4
48,12.211349,-179.49135,7
49,-86.632034,15.077373,4
50,-151.02296,-74.46652,8
51,62.597324,16.316545,11
52,-20.753523,84.440384,11
53,132.91312,2.1340594,11
54,-185.60077,-94.02891,8
55,-81.47582,-204.3308,2
56,-158.99841,-7.3658457,4
57,-99.45744,103.64437,3
58,-217.80206,-51.249004,8
59,-174.40195,79.229225,4
60,-114.70986,-179.31871,5
61,-166.64392,-41.96161,8
62,-39.854107,37.519848,4
63,-133.13684,72.54656,4
64,-98.34508,59.10678,4
65,107.67553,-181.7193,7
66,-99.258446,-134.8571,6
67,-100.12636,-37.533752,4
68,-19.259132,0.761321,11
69,6.219845,155.67633,12
70,-160.19302,-29.661324,8
71,-87.77145,37.10658,4
72,-48.971428,196.82162,3
73,4.679613,224.11023,12
74,-23.055122,207.31659,12
75,-30.882704,170.96938,3
76,71.33948,132.6802,12
77,19.092463,44.434246,11
78,-84.685234,35.729614,4
79,31.486883,-2.5694926,11
80,-111.22874,37.78192,4
81,22.343626,180.18365,12
82,-119.267136,39.571266,4
83,54.464123,91.5693,11
84,91.8171,-79.772964,11
85,-72.07322,86.99688,4
86,-73.29281,-10.209985,4
87,-100.48043,-148.085,6
88,27.686066,239.61557,12
89,-76.436104,-27.23701,9
90,-182.39374,65.3943,4
91,-66.53314,-211.67213,2
92,104.74679,0.59352314,11
93,147.57895,108.60524,13
94,190.79468,-56.681217,7
95,-114.50434,-4.486821,4
96,-13.134818,5.572726,11
97,-92.92907,9.911167,4
98,-41.44139,132.53658,3
99,-177.57661,-97.833954,8
100,-177.55482,74.3334,4
101,-192.2955,-14.129363,4
102,-189.11426,-21.88775,4
103,-181.85532,-20.783272,4
104,52.47715,-49.984104,11
105,-145.82483,-105.85901,8
106,-225.6291,-43.565365,8
107,26.354961,-23.72562,11
108,-196.48277,-68.60674,8
109,-220.12852,-45.401005,8
