,x,y,c,ind+1
34274,-35.477867,-8.868834,3,1132100
34275,-24.473186,-1.5711075,4,1132111
34276,-9.92192,-29.936047,7,1132137
34277,-37.687782,15.17539,12,1132168
34278,-10.810396,4.696161,11,1132175
34279,-23.22482,4.274379,4,1132176
34280,-37.032616,12.142156,12,1132221
34281,-0.08704148,16.693695,9,1132235
34282,-39.463154,16.69472,12,1132251
34283,9.386744,-28.444546,13,1132253
34284,-8.771547,-30.338018,7,1132274
34285,-13.511888,3.6275306,11,1132312
34286,-11.198742,-24.386196,7,1132330
34287,1.08352,-15.520763,2,1132370
34288,0.9840285,-22.10786,7,1132413
34289,-3.9628348,15.353178,9,1132446
34290,-3.7094338,-16.849545,7,1132501
34291,-32.23828,8.608636,12,1132506
34292,-24.662245,-22.649628,8,1132522
34293,10.866664,-35.348103,13,1132570
34294,-23.389408,-21.208195,8,1132586
34295,17.24895,27.10622,6,1132624
34296,13.025925,-34.918056,13,1132625
34297,-9.328174,-28.664364,7,1132633
34298,13.947113,-14.195751,2,1132714
34299,15.59634,-35.329815,13,1132788
34300,-3.8547075,-27.214031,7,1132799
34301,0.09902437,-30.520756,7,1132852
34302,-20.874224,4.505866,4,1132865
34303,-1.1888336,-25.659895,7,1132880
34304,12.149039,-12.614328,2,1132897
34305,19.17769,-9.321814,2,1132980
34306,-8.958958,-28.539032,7,1133026
34307,6.897862,-17.896723,2,1133063
34308,-33.26883,-5.8943563,3,1133096
34309,13.794075,-13.223014,2,1133144
34310,-11.851111,-12.700408,11,1133197
34311,-21.607027,1.8775545,4,1133210
34312,-4.471841,-26.460888,7,1133231
34313,-11.101916,24.096418,14,1133308
34314,-2.1593125,-23.526516,7,1133378
34315,-36.85804,14.057821,12,1133384
34316,-2.6955795,12.962912,9,1133398
34317,-11.9606285,-11.342786,11,1133403
34318,-5.9876347,-26.241772,7,1133458
34319,-8.942249,-20.628134,7,1133476
34320,11.854126,-10.023093,2,1133484
34321,17.661392,-31.988438,13,1133502
34322,15.183171,-27.518303,13,1133504
34323,18.566065,24.50387,6,1133525
34324,19.526175,-9.618487,2,1133531
34325,-23.69896,4.734588,4,1133547
34326,-27.142273,-23.09336,8,1133627
34327,-36.77774,14.51121,12,1133648
34328,-39.860252,13.527721,12,1133682
34329,11.258183,-36.02922,13,1133740
34330,-35.436783,-9.317463,3,1133753
34331,-31.657482,-1.1763046,3,1133827
34332,-12.021626,-13.972745,11,1133882
34333,23.444407,-7.655608,5,1133888
34334,12.823532,-12.985519,2,1133924
34335,-11.159916,-27.422318,7,1133949
34336,-2.1772063,4.8547354,10,1133961
34337,-10.435015,-5.0477934,11,1133980
34338,-23.263443,-22.721983,8,1134072
34339,-11.308008,-17.812346,7,1134081
34340,11.465662,-2.9938674,15,1134101
34341,-12.47088,-11.607093,11,1134116
34342,-40.645477,8.9528055,12,1134125
34343,-8.378268,-28.47341,7,1134130
34344,-9.751011,-27.778996,7,1134145
34345,1.022634,-24.446865,7,1134173
34346,-10.422192,-4.9812593,11,1134182
34347,12.980234,-19.137506,2,1134236
34348,-18.245342,24.41503,14,1134250
34349,-11.906656,-3.5861173,11,1134332
34350,-4.2156496,-17.051416,7,1134338
34351,-28.360847,-19.652298,8,1134341
34352,13.265528,-32.1356,13,1134354
34353,25.182714,-20.734615,13,1134376
34354,-40.068146,3.4084628,3,1134377
34355,-31.919655,3.098341,6,1134393
34356,-35.444225,0.088627696,3,1134408
34357,-10.800815,8.12151,4,1134413
34358,-5.618884,-23.247835,7,1134438
34359,-7.104977,-6.4663463,11,1134443
34360,0.55517626,-29.3459,7,1134444
34361,-40.742496,15.192504,12,1134459
34362,1.9720734,-23.468218,7,1134502
34363,19.645153,3.027975,10,1134523
34364,11.421657,-11.396272,2,1134525
34365,13.072216,-12.501041,2,1134535
34366,7.369969,-28.85655,13,1134559
34367,-21.290073,-18.622974,8,1134569
34368,-27.338085,-19.79308,8,1134571
34369,-33.878643,8.13502,12,1134575
34370,-3.1675282,16.11901,9,1134650
34371,10.38511,-32.897587,13,1134661
34372,18.010855,-34.862453,13,1134663
34373,-7.9200945,-31.130072,7,1134725
34374,-8.688588,-28.666187,7,1134737
34375,4.6855836,-13.488968,2,1134738
34376,-12.045814,9.080122,4,1134768
34377,-9.586957,-26.924467,7,1134799
34378,19.715412,-35.31222,13,1134815
34379,11.407066,-35.216778,13,1134820
